date,close,volume,move,
1/27/2015,87.53,6020450,0,0.075854027
4/6/2015,80.99,6380720,0,0.698922599
7/5/2016,73.14,10748626,0,0.492602545
11/27/2015,59.89,5340915,0,0.464140083
5/19/2016,69.2,34920530,0,0.338758132
3/11/2016,67.17,8289188,0,0.588632766
6/18/2014,75.7,6740696,0,0.640806383
5/20/2014,75.69,7441355,0,0.519569084
7/24/2014,76.35,7228303,0,0.847076179
2/8/2016,66.9,18905952,0,0.428630826
8/26/2015,64.83,13903655,0,0.27172775
1/8/2015,90.47,12713559,0,0.313638885
12/22/2014,86.38,4575752,0,0.48924311
10/12/2015,66.93,5641765,0,0.626845049
12/14/2016,71.34,8669378,0,0.074546735
11/10/2015,58.68,7614883,0,0.452751546
7/21/2014,76.77,3457586,0,0.92148605
10/4/2016,71.75,6569284,0,0.472390475
1/3/2017,68.66,10473162,0,0.783391572
8/29/2016,71.4,7468105,0,0.531093816
6/10/2016,71.14,7511406,0,0.080216345
3/23/2016,67.46,6092808,0,0.324977495
1/15/2015,87.38,9412733,0,0.418935088
5/27/2015,75.19,6987068,0,0.149371735
7/24/2015,71.58,5951117,0,0.501647866
10/9/2014,77.86,7072744,0,0.819657554
10/22/2015,58.9,14569923,0,0.25696221
12/5/2016,69.94,10527877,0,0.578864471
7/22/2016,73.55,4316633,0,0.058213789
11/9/2016,71.1,16779465,0,0.086728847
8/14/2015,72.38,5912505,0,0.799838072
1/14/2015,86.61,11954333,0,0.359505532
12/1/2016,70.67,6849803,0,0.725211943
8/21/2015,66.54,15681327,-1,0.361351663
7/13/2016,73.62,6398960,0,0.91639163
10/3/2014,77.32,5819678,0,0.096130433
11/9/2015,58.49,8440412,0,0.52903959
6/27/2016,71.5,11346061,0,0.697543695
2/23/2016,66.48,11378334,0,0.053103648
2/9/2017,69.08,11080479,0,0.828067535
6/10/2014,76.62,3365665,0,0.239681558
5/14/2014,78.74,5608286,1,0.794127346
8/25/2015,63.1,14595099,-1,0.473814657
2/10/2017,68.02,12445633,0,0.25677696
9/7/2016,72.06,9618272,0,0.042162572
